Y;X1;X2;X3;X4;X5;X6;X7
No_Displ;10;56.2;37875;25;LECLERC;250;No_Feat
No_Displ;2;23.8;100483;43;CARREFOUR;86;No_Feat
No_Displ;2;15.96;9862;40;CARREFOUR MARKET;80;No_Feat
No_Displ;3;15.03;105628;20;AUCHAN;60;No_Feat
No_Displ;2;13.66;261640;28;AUCHAN;56;No_Feat
No_Displ;19;34.39;77000;1;LECLERC;19;No_Feat
No_Displ;8;108;170103;30;AUCHAN;240;No_Feat
No_Displ;9;92.07;91000;36;AUCHAN;324;No_Feat
No_Displ;10;138.5;108834;53;CARREFOUR;530;No_Feat
No_Displ;4;16.88;60711;12;CORA;48;No_Feat
No_Displ;3;19.65;97809;53;CORA;159;No_Feat
No_Displ;2;15.66;78266;25;AUCHAN;50;No_Feat
No_Displ;6;39.9;18827;25;CARREFOUR MARKET;150;No_Feat
No_Displ;5;64.9;136871;50;AUCHAN;250;No_Feat
No_Displ;1;4.5;166393;16;CARREFOUR;16;No_Feat
No_Displ;6;72.49;114540;30;AUCHAN;180;No_Feat
No_Displ;1;6.23;76000;25;GEANT;25;No_Feat
No_Displ;1;6.99;57400;20;AUCHAN;20;No_Feat
No_Displ;3;15.27;90572;28;CARREFOUR;84;No_Feat
No_Displ;6;106.14;136871;58;AUCHAN;348;No_Feat
No_Displ;1;9.95;9839;25;SIMPLY MARKET;25;No_Feat
No_Displ;3;23.85;99693;19;CARREFOUR;57;No_Feat
No_Displ;2;13.22;150545;30;AUCHAN;60;No_Feat
No_Displ;2;12.22;35500;46;LECLERC;92;No_Feat
No_Displ;14;22.4;71797;5;CORA;70;No_Feat
No_Displ;1;9.36;23803;32;INTERMARCHE;32;No_Feat
No_Displ;2;31.38;18602;40;LECLERC;80;No_Feat
No_Displ;1;9.65;17801;28;CARREFOUR MARKET;28;No_Feat
No_Displ;10;53.9;105628;25;AUCHAN;250;No_Feat
No_Displ;24;268.8;45634;32;CARREFOUR;768;Feat
No_Displ;9;119.61;25500;58;SUPER U;522;No_Feat
No_Displ;5;39.75;8715;24;CARREFOUR MARKET;120;No_Feat
No_Displ;1;4.44;19622;12;MONOPRIX;12;No_Feat
No_Displ;3;19.8;9500;25;CARREFOUR MARKET;75;No_Feat
No_Displ;6;89.94;15281;72;SUPER U;432;Feat
No_Displ;8;26.48;51553;27;CARREFOUR;216;No_Feat
No_Displ;1;8.59;11837;42;SIMPLY MARKET;42;No_Feat
No_Displ;2;13.98;4977;40;CASINO;80;No_Feat
No_Displ;8;63.2;104433;36;CARREFOUR;288;No_Feat
No_Displ;3;4.41;22000;6;SUPER U;18;No_Feat
No_Displ;2;13;57817;30;AUCHAN;60;No_Feat
No_Displ;1;7.03;15874;25;INTERMARCHE;25;No_Feat
No_Displ;3;23.76;182821;25;AUCHAN;75;No_Feat
No_Displ;4;8.08;6800;1;CARREFOUR MARKET;4;No_Feat
No_Displ;13;59.15;171476;25;CARREFOUR;325;No_Feat
No_Displ;6;39.18;25500;43;SUPER U;258;No_Feat
No_Displ;2;17.54;53000;25;LECLERC;50;No_Feat
No_Displ;1;9.65;12683;40;INTERMARCHE;40;No_Feat
No_Displ;1;6.76;9250;25;INTERMARCHE;25;No_Feat
No_Displ;4;27.21;61918;40;CORA;160;No_Feat
No_Displ;9;56.25;58941;30;CARREFOUR;270;No_Feat
No_Displ;3;35.64;36948;50;LECLERC;150;No_Feat
No_Displ;1;16.99;39267;40;GEANT;40;No_Feat
No_Displ;2;23.2;10189;30;OTHERS;60;No_Feat
No_Displ;10;109.68;51553;40;CARREFOUR;400;No_Feat
No_Displ;1;9.39;136485;30;AUCHAN;30;No_Feat
No_Displ;2;10.4;93578;27;CASINO;54;No_Feat
No_Displ;20;211.4;171476;40;CARREFOUR;800;No_Feat
No_Displ;1;10.77;190000;45;CARREFOUR;45;No_Feat
No_Displ;2;11.98;50366;20;LECLERC;40;No_Feat
No_Displ;1;11.62;5211;25;INTERMARCHE;25;No_Feat
No_Displ;1;8.28;47400;20;CORA;20;No_Feat
No_Displ;3;23.67;27278;30;PRISUNIC;90;No_Feat
No_Displ;3;19.5;28136;35;SUPER U;105;No_Feat
No_Displ;3;31.5;70007;32;CORA;96;No_Feat
No_Displ;1;8.28;60711;24;CORA;24;No_Feat
No_Displ;1;9.94;284844;53;CARREFOUR;53;No_Feat
No_Displ;5;34.75;53000;43;LECLERC;215;No_Feat
No_Displ;10;53.4;46552;32;CORA;320;No_Feat
No_Displ;2;17.88;51535;28;CASINO;56;No_Feat
No_Displ;10;43;24500;30;SUPER U;300;No_Feat
No_Displ;7;62.96;154000;40;AUCHAN;280;Feat
No_Displ;1;9.5;61918;40;CORA;40;No_Feat
No_Displ;1;6.88;7301;28;INTERMARCHE;28;No_Feat
No_Displ;7;42.07;58941;27;CARREFOUR;189;No_Feat
No_Displ;1;18.84;8419;42;CASINO;42;No_Feat
No_Displ;3;22.65;78184;26;AUCHAN;78;No_Feat
No_Displ;1;7.95;44752;20;GEANT;20;No_Feat
No_Displ;8;36.72;18800;30;SUPER U;240;No_Feat
No_Displ;3;37.05;76884;50;LECLERC;150;No_Feat
No_Displ;2;9.34;15000;25;INTERMARCHE;50;No_Feat
No_Displ;2;13.52;85681;30;LECLERC;60;No_Feat
No_Displ;1;7.39;37875;25;LECLERC;25;No_Feat
No_Displ;2;17.98;123687;17;AUCHAN;34;No_Feat
No_Displ;1;12.87;94099;30;CASINO;30;No_Feat
No_Displ;2;14.32;85681;25;LECLERC;50;No_Feat
No_Displ;2;19.46;90572;20;CARREFOUR;40;No_Feat
No_Displ;1;11.65;11185;50;SIMPLY MARKET;50;No_Feat
No_Displ;2;15.56;62473;26;LECLERC;52;No_Feat
No_Displ;23;70.61;85681;27;LECLERC;621;No_Feat
No_Displ;2;15;117568;24;CARREFOUR;48;No_Feat
No_Displ;2;27.8;69540;30;CARREFOUR;60;No_Feat
No_Displ;3;40.95;9862;50;CARREFOUR MARKET;150;No_Feat
No_Displ;5;51.5;63833;50;CORA;250;No_Feat
No_Displ;3;23.13;81667;27;CORA;81;No_Feat
No_Displ;1;7.35;9839;10;SIMPLY MARKET;10;No_Feat
No_Displ;3;22.71;170425;40;AUCHAN;120;No_Feat
No_Displ;1;2.28;9500;33;CARREFOUR MARKET;33;No_Feat
No_Displ;6;42.66;77000;40;LECLERC;240;No_Feat
No_Displ;2;31.36;142602;57;CORA;114;No_Feat
No_Displ;2;24.64;136977;52;CARREFOUR;104;No_Feat
No_Displ;6;37.2;91000;30;AUCHAN;180;No_Feat
No_Displ;1;11.5;10500;30;INTERMARCHE;30;No_Feat
No_Displ;3;33.36;45634;32;CARREFOUR;96;No_Feat
No_Displ;6;37.56;5091;40;CASINO;240;No_Feat
No_Displ;2;22.4;71202;32;CARREFOUR;64;No_Feat
No_Displ;5;28.05;160873;27;CARREFOUR;135;No_Feat
No_Displ;6;29.94;237471;25;CARREFOUR;150;No_Feat
No_Displ;2;25.16;81667;50;CORA;100;No_Feat
No_Displ;1;7.65;7566;36;SIMPLY MARKET;36;No_Feat
No_Displ;6;35.52;49000;25;LECLERC;150;No_Feat
No_Displ;1;7.03;9250;30;INTERMARCHE;30;Feat
No_Displ;2;15;117568;24;CARREFOUR;48;No_Feat
No_Displ;6;94.14;50000;40;LECLERC;240;No_Feat
No_Displ;1;12.6;11237;28;CARREFOUR MARKET;28;No_Feat
No_Displ;2;30.2;180218;40;CARREFOUR;80;No_Feat
No_Displ;1;5.15;45630;27;GEANT;27;No_Feat
No_Displ;2;7.9;5759;26;OTHERS;52;No_Feat
No_Displ;4;27.12;32408;26;CASINO;104;No_Feat
No_Displ;3;12.66;20086;26;LECLERC;78;No_Feat
No_Displ;10;108;100962;45;CARREFOUR;450;No_Feat
No_Displ;1;3.95;136485;1;AUCHAN;1;No_Feat
No_Displ;31;583.73;117568;66;CARREFOUR;2046;No_Feat
No_Displ;3;28.92;53000;40;LECLERC;120;No_Feat
No_Displ;1;6.89;7800;28;SIMPLY MARKET;28;No_Feat
No_Displ;1;7.95;10289;25;CARREFOUR MARKET;25;No_Feat
No_Displ;2;17.4;15874;40;INTERMARCHE;80;No_Feat
No_Displ;8;9.2;118000;9;AUCHAN;72;No_Feat
No_Displ;1;13.9;18524;86;MATCH;86;No_Feat
No_Displ;23;236.51;88072;40;CARREFOUR;920;No_Feat
No_Displ;4;43.09;67000;50;CASINO;200;No_Feat
No_Displ;12;23.88;109990;1;CARREFOUR;12;No_Feat
No_Displ;16;29.28;61965;1;CASINO;16;No_Feat
No_Displ;19;137.89;60927;43;CARREFOUR;817;No_Feat
No_Displ;1;7.55;67000;24;CASINO;24;No_Feat
No_Displ;7;32.55;11837;27;SIMPLY MARKET;189;No_Feat
No_Displ;5;66.5;136977;39;CARREFOUR;195;No_Feat
No_Displ;5;57.75;150545;30;AUCHAN;150;No_Feat
No_Displ;1;11.45;23640;30;SUPER U;30;No_Feat
No_Displ;1;6.98;47113;26;CORA;26;No_Feat
No_Displ;7;54.25;237471;27;CARREFOUR;189;No_Feat
No_Displ;2;13.98;150545;25;AUCHAN;50;No_Feat
No_Displ;1;13.71;13215;39;INTERMARCHE;39;No_Feat
No_Displ;2;27.98;135818;53;CORA;106;No_Feat
No_Displ;4;27.96;81022;25;CARREFOUR;100;No_Feat
No_Displ;1;7.44;81667;20;CORA;20;No_Feat
No_Displ;1;8.66;85681;30;LECLERC;30;No_Feat
No_Displ;11;74.36;75458;30;LECLERC;330;No_Feat
No_Displ;1;6.5;10778;25;CARREFOUR MARKET;25;Feat
No_Displ;5;49.5;73615;32;LECLERC;160;No_Feat
No_Displ;1;10.11;93578;32;CASINO;32;No_Feat
No_Displ;4;31.8;17801;26;CARREFOUR MARKET;104;No_Feat
No_Displ;5;43.05;118000;32;AUCHAN;160;No_Feat
No_Displ;3;47.85;94780;126;CORA;378;No_Feat
No_Displ;4;32.44;152340;40;AUCHAN;160;No_Feat
No_Displ;1;9.95;8031;21;CARREFOUR MARKET;21;No_Feat
No_Displ;2;15.84;26244;26;MONOPRIX;52;No_Feat
No_Displ;2;17.8;23640;40;SUPER U;80;No_Feat
No_Displ;1;6.54;37845;26;LECLERC;26;No_Feat
No_Displ;2;24.74;51535;50;CASINO;100;No_Feat
No_Displ;3;23.55;4473;27;CARREFOUR MARKET;81;No_Feat
No_Displ;2;13.4;4128;25;MARCHE U;50;No_Feat
No_Displ;21;304.5;170103;58;AUCHAN;1218;No_Feat
No_Displ;1;14.9;33170;42;INTERMARCHE;42;No_Feat
No_Displ;2;19.58;62000;30;LECLERC;60;No_Feat
No_Displ;3;39.81;118000;40;AUCHAN;120;No_Feat
No_Displ;12;62.4;76884;25;LECLERC;300;No_Feat
No_Displ;1;4.01;210096;25;CARREFOUR;25;No_Feat
No_Displ;1;9.95;130299;21;AUCHAN;21;No_Feat
No_Displ;2;2.94;11500;6;SIMPLY MARKET;12;No_Feat
No_Displ;1;7.66;45170;36;LECLERC;36;No_Feat
No_Displ;2;10.4;82995;20;AUCHAN;40;No_Feat
No_Displ;3;13.14;32476;28;CASINO;84;No_Feat
No_Displ;1;3.74;51500;12;LECLERC;12;No_Feat
No_Displ;1;6.75;7160;24;SIMPLY MARKET;24;No_Feat
No_Displ;1;8.72;44752;28;GEANT;28;No_Feat
No_Displ;3;41.97;71797;53;CORA;159;No_Feat
No_Displ;3;20.97;14532;35;SIMPLY MARKET;105;No_Feat
No_Displ;6;30.78;237471;20;CARREFOUR;120;No_Feat
No_Displ;18;157.68;119898;36;CARREFOUR;648;No_Feat
No_Displ;3;31.47;51522;40;CASINO;120;No_Feat
No_Displ;2;13.6;85541;26;CARREFOUR;52;No_Feat
No_Displ;28;227.54;107871;32;AUCHAN;896;No_Feat
No_Displ;1;8.7;170425;24;AUCHAN;24;No_Feat
No_Displ;3;45.21;50366;38;LECLERC;114;No_Feat
No_Displ;1;7.99;17113;25;CASINO;25;No_Feat
No_Displ;16;125.44;97809;25;CORA;400;No_Feat
No_Displ;10;49.7;136871;25;AUCHAN;250;No_Feat
No_Displ;1;8.79;5563;25;INTERMARCHE;25;No_Feat
No_Displ;1;7.18;15492;35;INTERMARCHE;35;No_Feat
No_Displ;2;26.46;10500;81;INTERMARCHE;162;Feat
No_Displ;4;27.96;190000;25;CARREFOUR;100;No_Feat
No_Displ;1;5.25;15874;23;INTERMARCHE;23;No_Feat
No_Displ;7;21.63;46552;25;CORA;175;No_Feat
No_Displ;2;16.18;44683;25;LECLERC;50;No_Feat
No_Displ;7;62.09;125000;40;CARREFOUR;280;No_Feat
No_Displ;1;9.73;90572;20;CARREFOUR;20;No_Feat
No_Displ;1;8.64;4128;32;MARCHE U;32;No_Feat
No_Displ;4;38.4;182821;19;AUCHAN;76;No_Feat
No_Displ;14;46.5;90840;27;CARREFOUR;378;No_Feat
No_Displ;10;66.8;59365;25;CORA;250;No_Feat
No_Displ;1;8.44;44129;30;CASINO;30;No_Feat
No_Displ;19;71.96;68640;26;LECLERC;494;No_Feat
No_Displ;3;33.9;45634;36;CARREFOUR;108;No_Feat
No_Displ;7;161;8488;86;CARREFOUR MARKET;602;Feat
No_Displ;1;8.83;19266;19;INTERMARCHE;19;No_Feat
No_Displ;6;35.4;35983;40;CARREFOUR MARKET;240;No_Feat
No_Displ;1;7.53;10010;25;MARCHE U;25;No_Feat
No_Displ;2;25.9;58941;43;CARREFOUR;86;No_Feat
No_Displ;6;27.18;20115;27;INTERMARCHE;162;No_Feat
No_Displ;7;80.36;77000;32;LECLERC;224;No_Feat
No_Displ;1;8.66;8767;30;MATCH;30;No_Feat
No_Displ;1;11.5;31000;45;SUPER U;45;No_Feat
No_Displ;5;71.25;125026;40;CARREFOUR;200;No_Feat
No_Displ;2;19.9;23640;40;SUPER U;80;No_Feat
No_Displ;3;23.4;31000;19;SUPER U;57;No_Feat
No_Displ;2;32.32;71797;75;CORA;150;No_Feat
No_Displ;2;21.12;152340;41;AUCHAN;82;No_Feat
No_Displ;2;14.04;91000;26;AUCHAN;52;No_Feat
No_Displ;1;10.26;131098;40;LECLERC;40;No_Feat
No_Displ;6;52.8;56412;36;LECLERC;216;No_Feat
No_Displ;2;14.2;73150;18;CARREFOUR;36;No_Feat
No_Displ;4;33.4;62000;42;LECLERC;168;No_Feat
No_Displ;19;73.91;66074;26;LECLERC;494;No_Feat
No_Displ;9;102.6;180218;25;CARREFOUR;225;No_Feat
No_Displ;2;22.08;51287;32;LECLERC;64;No_Feat
No_Displ;6;12;12113;1;MONOPRIX;6;No_Feat
No_Displ;5;47.75;100962;28;CARREFOUR;140;No_Feat
No_Displ;3;37.26;5406;40;CASINO;120;No_Feat
No_Displ;6;9.06;77000;5;LECLERC;30;No_Feat
No_Displ;3;16.65;154000;25;AUCHAN;75;No_Feat
No_Displ;1;15.95;91146;48;CASINO;48;No_Feat
No_Displ;4;20.36;136485;30;AUCHAN;120;No_Feat
No_Displ;2;15.9;21017;20;MONOPRIX;40;No_Feat
No_Displ;1;7.49;46552;20;CORA;20;No_Feat
No_Displ;2;18.22;4473;19;CARREFOUR MARKET;38;No_Feat
No_Displ;1;7.04;34978;25;INTERMARCHE;25;No_Feat
No_Displ;5;124.95;142602;70;CORA;350;No_Feat
No_Displ;7;94.85;105628;40;AUCHAN;280;No_Feat
No_Displ;4;27.96;81022;25;CARREFOUR;100;No_Feat
No_Displ;5;31.45;17040;25;INTERMARCHE;125;No_Feat
No_Displ;2;10.98;19578;25;SIMPLY MARKET;50;No_Feat
No_Displ;2;11.04;76532;20;CORA;40;No_Feat
No_Displ;1;10.05;47400;36;CORA;36;Feat
No_Displ;2;14.94;15281;25;SUPER U;50;No_Feat
No_Displ;2;13.98;20347;25;CARREFOUR MARKET;50;No_Feat
No_Displ;5;57.6;114540;50;AUCHAN;250;No_Feat
No_Displ;2;27.9;4033;39;CARREFOUR MARKET;78;No_Feat
No_Displ;2;12.18;16401;24;SIMPLY MARKET;48;No_Feat
No_Displ;2;12.58;16884;43;INTERMARCHE;86;No_Feat
No_Displ;1;7.6;29309;25;GEANT;25;No_Feat
No_Displ;1;6.89;5450;30;INTERMARCHE;30;No_Feat
No_Displ;1;7.99;5990;25;CASINO;25;No_Feat
No_Displ;10;103.1;82875;36;CORA;360;No_Feat
No_Displ;5;37.95;85541;25;CARREFOUR;125;No_Feat
No_Displ;3;9.9;9756;54;CASINO;162;No_Feat
No_Displ;3;19.95;30075;35;CARREFOUR MARKET;105;Feat
No_Displ;5;41.95;19578;40;SIMPLY MARKET;200;No_Feat
No_Displ;11;41.36;125026;26;CARREFOUR;286;No_Feat
No_Displ;10;84.3;24500;36;SUPER U;360;No_Feat
No_Displ;2;15.3;76532;27;CORA;54;No_Feat
No_Displ;2;9.98;51500;30;LECLERC;60;No_Feat
No_Displ;3;38.7;142602;50;CORA;150;No_Feat
No_Displ;13;40.17;94780;25;CORA;325;No_Feat
No_Displ;1;9.17;10778;40;CARREFOUR MARKET;40;No_Feat
No_Displ;11;79.93;237471;24;CARREFOUR;264;No_Feat
No_Displ;3;20.97;107871;25;AUCHAN;75;No_Feat
No_Displ;5;23.1;35983;27;CARREFOUR MARKET;135;No_Feat
No_Displ;12;56.4;182821;60;AUCHAN;720;No_Feat
No_Displ;13;135.6;62473;50;LECLERC;650;No_Feat
No_Displ;7;47.6;25500;25;SUPER U;175;No_Feat
No_Displ;1;7.93;44683;36;LECLERC;36;No_Feat
No_Displ;3;21.03;35107;28;MONOPRIX;84;No_Feat
No_Displ;8;75.92;23502;40;LECLERC;320;Feat
No_Displ;16;49.76;88072;30;CARREFOUR;480;No_Feat
No_Displ;7;51.59;52602;25;CORA;175;No_Feat
No_Displ;2;14.5;7160;26;SIMPLY MARKET;52;No_Feat
No_Displ;1;9.78;7500;14;MATCH;14;No_Feat
No_Displ;1;39.79;78184;160;AUCHAN;160;No_Feat
No_Displ;3;18.72;75458;20;LECLERC;60;No_Feat
No_Displ;2;21.18;9839;40;SIMPLY MARKET;80;No_Feat
No_Displ;2;19.1;24003;21;SIMPLY MARKET;42;No_Feat
No_Displ;3;45.15;51500;40;LECLERC;120;No_Feat
No_Displ;1;9.79;36948;30;LECLERC;30;No_Feat
No_Displ;5;49.3;142602;36;CORA;180;Feat
No_Displ;2;15.7;21871;30;MONOPRIX;60;No_Feat
No_Displ;16;88.02;91000;43;AUCHAN;688;No_Feat
No_Displ;3.25;25.9;35500;57;LECLERC;185.25;No_Feat
No_Displ;4;44.24;40755;32;LECLERC;128;No_Feat
No_Displ;6;49.14;11500;30;SIMPLY MARKET;180;No_Feat
No_Displ;3;32.13;270331;30;AUCHAN;90;No_Feat
No_Displ;3;23.7;170103;25;AUCHAN;75;No_Feat
No_Displ;10;20.2;91000;1;AUCHAN;10;No_Feat
No_Displ;11;77.55;85681;25;LECLERC;275;No_Feat
No_Displ;1;12.9;8163;30;INTERMARCHE;30;No_Feat
No_Displ;3;20.97;5406;25;CASINO;75;No_Feat
No_Displ;4;41.34;90840;40;CARREFOUR;160;No_Feat
No_Displ;1;18.05;10257;58;INTERMARCHE;58;No_Feat
No_Displ;3;15.3;130299;30;AUCHAN;90;No_Feat
No_Displ;2;17.86;108834;20;CARREFOUR;40;No_Feat
No_Displ;1;16.99;21344;38;CASINO;38;No_Feat
No_Displ;3;12.15;23502;25;LECLERC;75;No_Feat
No_Displ;12;131.88;91146;36;CASINO;432;No_Feat
No_Displ;2;14.02;59677;35;CARREFOUR;70;No_Feat
No_Displ;2;11.8;11714;27;CARREFOUR MARKET;54;No_Feat
No_Displ;1;8.53;46552;25;CORA;25;No_Feat
No_Displ;2;19.28;29600;17;MONOPRIX;34;No_Feat
No_Displ;2;17.54;82995;57;AUCHAN;114;No_Feat
No_Displ;1;5.15;18827;27;CARREFOUR MARKET;27;No_Feat
No_Displ;5;39.96;77000;42;LECLERC;210;No_Feat
No_Displ;3;35.37;40755;30;LECLERC;90;No_Feat
No_Displ;2;24.4;75458;45;LECLERC;90;No_Feat
No_Displ;2;15.6;30075;30;CARREFOUR MARKET;60;No_Feat
No_Displ;5;62.95;34978;28;INTERMARCHE;140;No_Feat
No_Displ;1;8.87;6000;50;INTERMARCHE;50;No_Feat
No_Displ;3;20.97;220258;25;AUCHAN;75;No_Feat
No_Displ;7;58.45;18261;36;INTERMARCHE;252;No_Feat
No_Displ;1;8.93;10716;20;CARREFOUR MARKET;20;No_Feat
No_Displ;1;26.99;3000;70;ECOMARCHE;70;No_Feat
No_Displ;1;3.95;7610;12;SIMPLY MARKET;12;No_Feat
No_Displ;4;36.24;117568;42;CARREFOUR;168;No_Feat
No_Displ;9;28.53;94099;54;CASINO;486;No_Feat
No_Displ;10;182.1;270331;40;AUCHAN;400;No_Feat
No_Displ;1;9.7;99639;32;CARREFOUR;32;No_Feat
No_Displ;12;19.08;24500;5;SUPER U;60;No_Feat
No_Displ;1;11.06;99693;27;CARREFOUR;27;No_Feat
No_Displ;1;15.46;284844;38;CARREFOUR;38;No_Feat
No_Displ;1;6.77;15492;35;INTERMARCHE;35;No_Feat
No_Displ;1;5.42;60927;40;CARREFOUR;40;No_Feat
No_Displ;2;25.58;37845;38;LECLERC;76;No_Feat
No_Displ;3;21.75;82875;26;CORA;78;No_Feat
No_Displ;2;21.22;78819;40;CORA;80;No_Feat
No_Displ;3;16.86;51553;18;CARREFOUR;54;No_Feat
No_Displ;1;8.19;5131;25;SIMPLY MARKET;25;No_Feat
No_Displ;3;44.85;82875;38;CORA;114;No_Feat
No_Displ;2;13.4;78819;40;CORA;80;No_Feat
No_Displ;1;4.55;7500;12;MONOPRIX;12;No_Feat
No_Displ;10;56.66;99639;25;CARREFOUR;250;No_Feat
No_Displ;3;23.97;270331;42;AUCHAN;126;No_Feat
No_Displ;1;9.55;32476;32;CASINO;32;No_Feat
No_Displ;3;20.52;41077;26;CASINO;78;No_Feat
No_Displ;3;32.73;64714;45;LECLERC;135;No_Feat
No_Displ;3;25.47;21871;25;MONOPRIX;75;No_Feat
No_Displ;2;17.56;15360;19;CARREFOUR MARKET;38;Feat
No_Displ;3;14.07;59069;27;CASINO;81;No_Feat
No_Displ;4;15.8;5759;26;OTHERS;104;No_Feat
No_Displ;1;11.12;37845;30;LECLERC;30;No_Feat
No_Displ;4;23.96;9839;30;SIMPLY MARKET;120;No_Feat
No_Displ;1;8.84;25500;20;SUPER U;20;No_Feat
No_Displ;6;40.2;34000;40;LECLERC;240;Feat
No_Displ;4;34.52;5406;36;CASINO;144;No_Feat
No_Displ;1;8.25;85541;40;CARREFOUR;40;No_Feat
No_Displ;1;5.9;10289;27;CARREFOUR MARKET;27;No_Feat
No_Displ;1;7;27220;20;CARREFOUR MARKET;20;No_Feat
No_Displ;2;20.85;51500;41;LECLERC;82;No_Feat
No_Displ;2;10.72;4033;27;CARREFOUR MARKET;54;No_Feat
No_Displ;8;111.2;100483;50;CARREFOUR;400;No_Feat
No_Displ;5;33;15281;43;SUPER U;215;No_Feat
No_Displ;1;5.72;7187;40;CARREFOUR MARKET;40;No_Feat
No_Displ;1;17;5759;44;OTHERS;44;No_Feat
No_Displ;1;4.33;16884;12;INTERMARCHE;12;No_Feat
No_Displ;3;13.59;16884;27;INTERMARCHE;81;No_Feat
No_Displ;2;16.05;50000;42;LECLERC;84;No_Feat
No_Displ;1;1.45;8067;8;MONOPRIX;8;No_Feat
No_Displ;2;11.24;160873;18;CARREFOUR;36;No_Feat
No_Displ;3;24.06;82875;27;CORA;81;No_Feat
No_Displ;4;15.96;26574;25;SUPER U;100;No_Feat
No_Displ;3;71.57;61965;57;CASINO;171;No_Feat
No_Displ;3;22.5;36948;24;LECLERC;72;No_Feat
No_Displ;1;7.43;46552;25;CORA;25;No_Feat
No_Displ;2;13.34;94099;35;CASINO;70;No_Feat
No_Displ;2;16.4;12956;25;CARREFOUR MARKET;50;No_Feat
No_Displ;12;69.36;108834;25;CARREFOUR;300;No_Feat
No_Displ;5;54.75;182821;41;AUCHAN;205;No_Feat
No_Displ;1;11.99;8419;37;CASINO;37;No_Feat
No_Displ;11;114.18;76884;45;LECLERC;495;No_Feat
No_Displ;15;51;123687;25;AUCHAN;375;No_Feat
No_Displ;3;23.7;20347;24;CARREFOUR MARKET;72;No_Feat
No_Displ;1;7.59;35500;27;LECLERC;27;No_Feat
No_Displ;4;26.6;30075;25;CARREFOUR MARKET;100;No_Feat
No_Displ;2;24.8;52602;28;CORA;56;No_Feat
No_Displ;1;6.59;100564;35;CARREFOUR;35;No_Feat
No_Displ;3;22.56;20115;43;INTERMARCHE;129;No_Feat
No_Displ;2;35.98;13000;58;CASINO;116;No_Feat
No_Displ;4;22.36;11713;25;CARREFOUR MARKET;100;No_Feat
No_Displ;3;53.46;114540;80;AUCHAN;240;No_Feat
No_Displ;3;4.44;4473;7;CARREFOUR MARKET;21;No_Feat
No_Displ;1;11.45;23640;30;SUPER U;30;No_Feat
No_Displ;1;14.64;37845;42;LECLERC;42;No_Feat
No_Displ;1;11.55;8031;43;CARREFOUR MARKET;43;No_Feat
No_Displ;5;27.85;15360;40;CARREFOUR MARKET;200;No_Feat
No_Displ;4;43.96;51500;45;LECLERC;180;No_Feat
No_Displ;2;12.78;150993;20;LECLERC;40;No_Feat
No_Displ;2;10.9;7304;15;SIMPLY MARKET;30;No_Feat
No_Displ;16;127.84;78266;40;AUCHAN;640;Feat
No_Displ;3;54.4;88551;40;CORA;120;No_Feat
No_Displ;2;18.88;90572;19;CARREFOUR;38;No_Feat
No_Displ;1;4.5;60927;16;CARREFOUR;16;No_Feat
No_Displ;9;69.75;11237;25;CARREFOUR MARKET;225;No_Feat
No_Displ;1;10.07;50000;32;LECLERC;32;No_Feat
No_Displ;1;4.2;21992;26;INTERMARCHE;26;No_Feat
No_Displ;5;43.5;99639;32;CARREFOUR;160;No_Feat
No_Displ;1;8.5;30075;25;CARREFOUR MARKET;25;No_Feat
No_Displ;4;28.52;60711;25;CORA;100;No_Feat
No_Displ;5;68.25;11237;50;CARREFOUR MARKET;250;No_Feat
No_Displ;5;10.8;12113;1;MONOPRIX;5;No_Feat
No_Displ;1;6.53;15300;30;INTERMARCHE;30;No_Feat
No_Displ;2;17.28;4128;32;MARCHE U;64;No_Feat
No_Displ;2;33.62;237471;75;CARREFOUR;150;No_Feat
No_Displ;1;8.48;13215;24;INTERMARCHE;24;No_Feat
No_Displ;7;45.43;62000;25;LECLERC;175;No_Feat
No_Displ;2;8.76;29309;28;GEANT;56;No_Feat
No_Displ;23;87.77;88551;25;CORA;575;Feat
No_Displ;1;11.7;57000;43;CARREFOUR;43;No_Feat
No_Displ;6;29.88;180218;20;CARREFOUR;120;No_Feat
No_Displ;4;39.28;64714;27;LECLERC;108;No_Feat
No_Displ;4;46.05;180218;30;CARREFOUR;120;No_Feat
No_Displ;1;9.96;91000;32;AUCHAN;32;No_Feat
No_Displ;1;11.39;7800;50;SIMPLY MARKET;50;No_Feat
No_Displ;6;69;91000;30;AUCHAN;180;No_Feat
No_Displ;13;142.35;182821;45;AUCHAN;585;No_Feat
No_Displ;3;35.1;81022;43;CARREFOUR;129;No_Feat
No_Displ;2;7.94;8031;26;CARREFOUR MARKET;52;No_Feat
No_Displ;5;39.9;35500;40;LECLERC;200;No_Feat
No_Displ;1;7.65;135818;25;CORA;25;No_Feat
No_Displ;6;72.36;57817;30;AUCHAN;180;No_Feat
No_Displ;1;8.32;97809;19;CORA;19;No_Feat
No_Displ;1;9.95;14532;21;SIMPLY MARKET;21;No_Feat
No_Displ;7;62.65;154000;50;AUCHAN;350;No_Feat
No_Displ;12;82.2;21544;25;SUPER U;300;No_Feat
No_Displ;1;6.56;17801;25;CARREFOUR MARKET;25;No_Feat
No_Displ;5;29.75;180218;40;CARREFOUR;200;No_Feat
No_Displ;1;7.55;23640;25;SUPER U;25;No_Feat
